display_name,category,sector,country_codes,barcodes,aliases,image_url,unit,tags,supplier_suggestions,marketplace_matches,publication_status,notes,reference_price,sale_price,supplier_hint,verified,added_by_count
Thermomètre,M?dicament,pharmacie,SN,,Thermomètre,,,medicament|senegal,,,draft,Source: Thermomètre,,,,false,1
Garrot,M?dicament,pharmacie,SN,,Garrot,,,medicament|senegal,,,draft,Source: Garrot,,,,false,1
Plateau inox,M?dicament,pharmacie,SN,,Plateau inox,,,medicament|senegal,,,draft,Source: Plateau inox,,,,false,1
Microperfuseur,M?dicament,pharmacie,SN,,Microperfuseur,,,medicament|senegal,,,draft,Source: Microperfuseur,,,,false,1
Lame de Bistouri,M?dicament,pharmacie,SN,,Lame de Bistouri,,,medicament|senegal,,,draft,Source: Lame de Bistouri,,,,false,1
Ciseau,M?dicament,pharmacie,SN,,Ciseau,,,medicament|senegal,,,draft,Source: Ciseau,,,,false,1
Pince hémostatique,M?dicament,pharmacie,SN,,Pince hémostatique,,,medicament|senegal,,,draft,Source: Pince hémostatique,,,,false,1
Pince à disséquer,M?dicament,pharmacie,SN,,Pince à disséquer,,,medicament|senegal,,,draft,Source: Pince à disséquer,,,,false,1
Boîte à instrument,M?dicament,pharmacie,SN,,Boîte à instrument,,,medicament|senegal,,,draft,Source: Boîte à instrument,,,,false,1
Amidotrizoate sodium et meglumine,M?dicament,pharmacie,SN,,Amidotrizoate sodium et meglumine,,,medicament|senegal,,,draft,Source: Amidotrizoate sodium et meglumine,,,,false,1
Eugenol fl 250ml,M?dicament,pharmacie,SN,,Eugenol fl 250ml|Eugenol fl,,,medicament|senegal,,,draft,Source: Eugenol fl/250ml,,,,false,1
Pharmaéthyl fl 210g,M?dicament,pharmacie,SN,,Pharmaéthyl fl 210g|Pharmaéthyl fl,,,medicament|senegal,,,draft,Source: Pharmaéthyl fl/210g,,,,false,1
Oxyde de zinc,M?dicament,pharmacie,SN,,Oxyde de zinc,,,medicament|senegal,,,draft,Source: Oxyde de zinc,,,,false,1
Mercure tridistillé,M?dicament,pharmacie,SN,,Mercure tridistillé,,,medicament|senegal,,,draft,Source: Mercure tridistillé,,,,false,1
Aiguille dentaire,M?dicament,pharmacie,SN,,Aiguille dentaire,,,medicament|senegal,,,draft,Source: Aiguille dentaire,,,,false,1
Anesthésique dentaire en carpule,M?dicament,pharmacie,SN,,Anesthésique dentaire en carpule,,,medicament|senegal,,,draft,Source: Anesthésique dentaire en carpule,,,,false,1
